"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind"
"323","Sjobo","434.92500","432.92500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"324","Spjutsbygd","145.72500","145.12500","A-Analog","Mid","12.5K","Off","79.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"325","Svangsta","434.92500","432.92500","A-Analog","Mid","12.5K","Off","79.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"326","Savsjo","434.52500","432.52500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"327","Sodra Vi","434.66250","432.66250","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"328","Solvesborg","434.40000","434.40000","A-Analog","Mid","12.5K","Off","79.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"329","Tomelilla","434.63750","432.63750","D+A TX D","Mid","12.5K","Off","79.7","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"330","Vetlanda 1","145.62500","145.02500","A-Analog","Mid","12.5K","Off","156.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"331","Vetlanda 2","434.62500","432.62500","A-Analog","Mid","12.5K","Off","156.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"332","Vitaby","145.61250","145.01250","A-Analog","Mid","12.5K","Off","79.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Skane","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"333","Varnamo 1","145.60000","145.00000","A-Analog","Mid","12.5K","Off","156.7","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"334","Varnamo 2","434.60000","432.00000","A-Analog","Mid","12.5K","Off","156.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"335","Vastervik 1","145.67500","145.07500","A-Analog","Mid","12.5K","Off","77.0","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"336","Vastervik 2","434.67500","432.07500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"337","Vaxjo 1","145.67500","145.07500","A-Analog","Mid","12.5K","Off","156.7","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"338","Vaxjo 2","434.70000","432.70000","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","7","2","SM7 Ovriga","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"339","Orkelljunga","434.97500","432.97500","D+A TX D","Mid","12.5K","Off","79.7","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","7","2","SM7 Skane","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"500","ATV Talkback","144.75000","144.75000","A-Analog","Low","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","100","100","0","0","0","0","0","0"
"501","SK0MM X-link","145.22500","145.22500","A-Analog","High","12.5K","Off","91.5","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"502","Sandhamn X-link","434.37500","434.37500","A-Analog","Mid","12.5K","Off","91.5","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"503","KopparmoraX-link","434.48750","434.48750","A-Analog","Mid","12.5K","Off","91.5","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"504","GustavsbergX-lin","434.22500","434.22500","A-Analog","Mid","12.5K","Off","91.5","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"505","SK0MT X-link","145.52500","145.52500","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"506","APRS VA","144.80000","144.80000","A-Analog","Mid","12.5K","136.5","136.5","240 Sweden","Group Call","240","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","End Of Transmission","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"507","APRS Mute","144.80000","144.80000","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","End Of Transmission","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"508","APRS Open","144.80000","144.80000","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","End Of Transmission","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"509","APRS 70 VA","433.80000","433.80000","A-Analog","Mid","12.5K","136.5","136.5","240 Sweden","Group Call","240","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","End Of Transmission","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"510","APRS 70 Mute","433.80000","433.80000","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","End Of Transmission","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"511","APRS 70 Open","433.80000","433.80000","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","On","End Of Transmission","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"530","U290-TS1","433.62500","433.62500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"531","U290-TS2","433.62500","433.62500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"532","U291-TS1","433.63750","433.63750","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"533","U291-TS2","433.65000","433.65000","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"534","U292-TS1","433.66250","433.66250","D-Digital","Low","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"535","U292-TS2","433.66250","433.66250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"536","U293-TS1","433.67500","433.67500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"537","U293-TS2","433.67500","433.67500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"538","U294-TS1","433.68750","433.68750","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"539","U294-TS2","433.68750","433.68750","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"540","U295-TS1","433.70000","433.70000","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"541","U295-TS2","433.70000","433.70000","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"542","V17-TS1","145.21250","145.21250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"543","V17-TS2","145.21250","145.21250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"544","V18-TS1","145.22500","145.22500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"545","V18-TS2","145.22500","145.22500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"546","V20-TS1","145.25000","145.25000","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"547","V20-TS2","145.25000","145.25000","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"548","V21-TS1","145.26250","145.26250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"549","V21-TS2","145.26250","145.26250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"550","V22-TS1","145.27500","145.27500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
